customerid,invoicedate,invoicenumber,productid,quantity,price,total,orderstatus,sessionduration,deliveryrating,productrating,sales,payment_method,avg_price_per_product,customer_satisfaction_index
4691,6/9/2023,14163492,65,1,38.95,38.95,In Process,7.46,0,0,0,Credit Card,38.95,0
1123,11/23/2019,49066683,4,3,32.43,97.29,Completed,9.02,3,5,97.29,PayPal,32.43,389.16
8816,11/24/2019,86832507,37,1,11.5,11.5,Returned,3.36,0,0,0,Credit Card,11.5,0
8816,11/24/2019,86832507,37,1,11.5,11.5,Returned,3.36,0,0,0,Credit Card,11.5,0
8816,11/24/2019,86832507,37,1,11.5,11.5,Returned,3.36,0,0,0,Credit Card,11.5,0
8816,11/24/2019,86832507,37,1,11.5,11.5,Returned,3.36,0,0,0,Credit Card,11.5,0
8816,4/8/2021,43760779,66,1,56.01,56.01,Completed,6.43,4,5,56.01,Credit Card,56.01,252.045
8816,4/8/2021,43760779,66,1,56.01,56.01,Completed,6.43,4,5,56.01,Credit Card,56.01,252.045
8816,4/8/2021,43760779,66,1,56.01,56.01,Completed,6.43,4,5,56.01,Credit Card,56.01,252.045
8816,4/8/2021,43760779,66,1,56.01,56.01,Completed,6.43,4,5,56.01,Credit Card,56.01,252.045
8816,5/22/2021,78777085,93,2,67.46,134.92,Completed,3.13,5,4,134.92,PayPal,67.46,607.14
8816,5/22/2021,78777085,93,2,67.46,134.92,Completed,3.13,5,4,134.92,PayPal,67.46,607.14
8816,5/22/2021,78777085,93,2,67.46,134.92,Completed,3.13,5,4,134.92,PayPal,67.46,607.14
8816,5/22/2021,78777085,93,2,67.46,134.92,Completed,3.13,5,4,134.92,PayPal,67.46,607.14
8816,11/19/2021,45219126,65,3,38.95,116.85,In Process,7.65,0,0,0,Crypto,38.95,0
8816,11/19/2021,45219126,65,3,38.95,116.85,In Process,7.65,0,0,0,Crypto,38.95,0
8816,11/19/2021,45219126,65,3,38.95,116.85,In Process,7.65,0,0,0,Crypto,38.95,0
8816,11/19/2021,45219126,65,3,38.95,116.85,In Process,7.65,0,0,0,Crypto,38.95,0
7293,11/25/2019,87960526,19,2,13.2,26.4,Returned,3.48,0,0,0,Crypto,13.2,0
7293,11/25/2019,87960526,19,2,13.2,26.4,Returned,3.48,0,0,0,Crypto,13.2,0
7293,11/25/2019,87960526,19,2,13.2,26.4,Returned,3.48,0,0,0,Crypto,13.2,0
7293,12/17/2019,75080677,13,3,41.29,123.87,Completed,6.54,,4,123.87,Crypto,41.29,
7293,12/17/2019,75080677,13,3,41.29,123.87,Completed,6.54,,4,123.87,Crypto,41.29,
7293,12/17/2019,75080677,13,3,41.29,123.87,Completed,6.54,,4,123.87,Crypto,41.29,
7293,1/25/2020,82722071,76,1,76.67,76.67,Completed,8.52,5,4,76.67,Crypto,76.67,345.015
7293,1/25/2020,82722071,76,1,76.67,76.67,Completed,8.52,5,4,76.67,Crypto,76.67,345.015
7293,1/25/2020,82722071,76,1,76.67,76.67,Completed,8.52,5,4,76.67,Crypto,76.67,345.015
1237,11/25/2019,78984417,26,3,34.43,103.29,Cancelled,3.35,0,0,0,Credit Card,34.43,0
9698,11/25/2019,34755035,49,3,99.72,299.16,Cancelled,5.21,0,0,0,Bank Transfer,99.72,0
4447,11/25/2019,34713746,32,2,91.37,182.74,Completed,9.35,5,3,182.74,PayPal,91.37,730.96
7559,11/26/2019,14985230,100,1,98.59,98.59,In Process,4.99,0,0,0,Bank Transfer,98.59,0
6627,11/27/2019,85372293,21,2,98.91,197.82,Completed,9.11,5,5,197.82,Credit Card,98.91,989.1
6627,11/27/2019,85372293,21,2,98.91,197.82,Completed,9.11,5,5,197.82,Credit Card,98.91,989.1
6627,8/21/2020,29510917,64,3,35.23,105.69,Completed,4.89,5,5,105.69,Bank Transfer,35.23,528.45
6627,8/21/2020,29510917,64,3,35.23,105.69,Completed,4.89,5,5,105.69,Bank Transfer,35.23,528.45
7750,11/28/2019,58475796,5,2,11.97,23.94,Completed,6.95,5,5,23.94,Crypto,11.97,119.7
6794,11/28/2019,56748125,26,1,34.43,34.43,In Process,1.93,0,0,0,Credit Card,34.43,0
7184,11/28/2019,87742788,44,3,52.78,158.34,Returned,9.54,0,0,0,Crypto,52.78,0
1857,11/29/2019,96994795,19,2,13.2,26.4,Returned,5.83,0,0,0,Crypto,13.2,0
7781,11/30/2019,64652689,82,2,5.82,11.64,Completed,3.42,5,2,11.64,PayPal,5.82,40.74
3031,11/30/2019,50539934,7,1,59.68,59.68,Completed,4.77,5,3,59.68,PayPal,59.68,238.72
1272,12/1/2019,64223710,96,3,36.96,110.88,In Process,2.05,0,0,0,PayPal,36.96,0
2902,12/1/2019,93618744,94,2,17.63,35.26,Completed,5.01,4,5,35.26,Crypto,17.63,158.67
4973,12/2/2019,86339032,96,2,36.96,73.92,Completed,4.54,5,5,73.92,Credit Card,36.96,369.6
4973,12/2/2019,86339032,96,2,36.96,73.92,Completed,4.54,5,5,73.92,Credit Card,36.96,369.6
4973,2/24/2021,83073347,11,2,4.31,8.62,Completed,5.2,4,4,8.62,Bank Transfer,4.31,34.48
4973,2/24/2021,83073347,11,2,4.31,8.62,Completed,5.2,4,4,8.62,Bank Transfer,4.31,34.48
4968,12/3/2019,62064053,83,2,1.22,2.44,Completed,4.15,5,5,2.44,Credit Card,1.22,12.2
4968,12/3/2019,62064053,83,2,1.22,2.44,Completed,4.15,5,5,2.44,Credit Card,1.22,12.2
4968,2/11/2020,92307469,6,1,8.07,8.07,In Process,7.58,0,0,0,PayPal,8.07,0
4968,2/11/2020,92307469,6,1,8.07,8.07,In Process,7.58,0,0,0,PayPal,8.07,0
2770,12/4/2019,78511442,1,2,81.91,163.82,Completed,7.72,3,5,163.82,Bank Transfer,81.91,655.28
8372,12/5/2019,19175480,74,1,33.51,33.51,Completed,9.55,4,4,33.51,Bank Transfer,33.51,134.04
7954,12/5/2019,65398414,25,3,11.29,33.87,In Process,2.37,0,0,0,Crypto,11.29,0
8256,12/6/2019,27867437,57,1,13.08,13.08,Completed,8.78,5,3,13.08,Crypto,13.08,52.32
2894,12/7/2019,48489170,57,2,13.08,26.16,Completed,8.53,5,3,26.16,Bank Transfer,13.08,104.64
3175,12/8/2019,72581130,9,1,73.83,73.83,Completed,5.45,5,5,73.83,Credit Card,73.83,369.15
3175,12/8/2019,72581130,9,1,73.83,73.83,Completed,5.45,5,5,73.83,Credit Card,73.83,369.15
3175,5/9/2021,86755219,72,1,3.55,3.55,Completed,2.47,5,4,3.55,PayPal,3.55,15.975
3175,5/9/2021,86755219,72,1,3.55,3.55,Completed,2.47,5,4,3.55,PayPal,3.55,15.975
5908,12/8/2019,38440739,27,2,72.93,145.86,In Process,0.24,0,0,0,Credit Card,72.93,0
5908,12/8/2019,38440739,27,2,72.93,145.86,In Process,0.24,0,0,0,Credit Card,72.93,0
5908,4/12/2023,78267651,56,1,87.34,87.34,Completed,3.81,5,5,87.34,PayPal,87.34,436.7
5908,4/12/2023,78267651,56,1,87.34,87.34,Completed,3.81,5,5,87.34,PayPal,87.34,436.7
8378,12/9/2019,94867064,33,2,28.56,57.12,Completed,6.05,4,4,57.12,Bank Transfer,28.56,228.48
2640,12/10/2019,47849186,58,3,74.55,223.65,In Process,8.14,0,0,0,Credit Card,74.55,0
7059,12/10/2019,13327595,8,2,67.18,134.36,Completed,7.55,4,3,134.36,Credit Card,67.18,470.26
8883,12/11/2019,48245541,97,1,56.74,56.74,Completed,2.51,5,4,56.74,Bank Transfer,56.74,255.33
9387,12/11/2019,64893604,74,1,33.51,33.51,Completed,1.11,5,4,33.51,Credit Card,33.51,150.795
9938,12/11/2019,26117328,31,2,43.5,87,Completed,5.88,5,5,87,Crypto,43.5,435
3518,12/12/2019,11345964,91,3,67.48,202.44,Completed,8.5,3,4,202.44,Crypto,67.48,708.54
9046,12/12/2019,79033953,23,1,95.72,95.72,In Process,3.64,0,0,0,Credit Card,95.72,0
9625,12/12/2019,95800192,53,1,7.51,7.51,Cancelled,2.67,0,0,0,Crypto,7.51,0
9625,12/12/2019,95800192,53,1,7.51,7.51,Cancelled,2.67,0,0,0,Crypto,7.51,0
9625,2/16/2021,76884262,30,1,6.08,6.08,In Process,0.94,0,0,0,Bank Transfer,6.08,0
9625,2/16/2021,76884262,30,1,6.08,6.08,In Process,0.94,0,0,0,Bank Transfer,6.08,0
7574,12/13/2019,23279344,20,1,81.89,81.89,Completed,5.47,5,5,81.89,Credit Card,81.89,409.45
7574,12/13/2019,23279344,20,1,81.89,81.89,Completed,5.47,5,5,81.89,Credit Card,81.89,409.45
7574,12/13/2019,23279344,20,1,81.89,81.89,Completed,5.47,5,5,81.89,Credit Card,81.89,409.45
7574,7/8/2020,16927737,22,2,41.48,82.96,Cancelled,8.91,0,0,0,PayPal,41.48,0
7574,7/8/2020,16927737,22,2,41.48,82.96,Cancelled,8.91,0,0,0,PayPal,41.48,0
7574,7/8/2020,16927737,22,2,41.48,82.96,Cancelled,8.91,0,0,0,PayPal,41.48,0
7574,8/15/2023,70465820,32,1,91.37,91.37,In Process,1.1,0,0,0,PayPal,91.37,0
7574,8/15/2023,70465820,32,1,91.37,91.37,In Process,1.1,0,0,0,PayPal,91.37,0
7574,8/15/2023,70465820,32,1,91.37,91.37,In Process,1.1,0,0,0,PayPal,91.37,0
9228,12/13/2019,95188261,13,3,41.29,123.87,Completed,9.24,4,5,123.87,PayPal,41.29,557.415
4205,12/13/2019,98359973,66,3,56.01,168.03,Completed,7.89,4,,168.03,Bank Transfer,56.01,
4205,12/13/2019,98359973,66,3,56.01,168.03,Completed,7.89,4,,168.03,Bank Transfer,56.01,
4205,12/12/2022,16518231,35,1,78.78,78.78,Completed,3.03,3,5,78.78,PayPal,78.78,315.12
4205,12/12/2022,16518231,35,1,78.78,78.78,Completed,3.03,3,5,78.78,PayPal,78.78,315.12
1359,12/14/2019,25658226,30,2,6.08,12.16,Completed,9.33,4,4,12.16,Crypto,6.08,48.64
8733,12/14/2019,80405572,50,3,50.71,152.13,Completed,6.31,4,5,152.13,PayPal,50.71,684.585
1735,12/15/2019,49980346,6,3,8.07,24.21,Cancelled,3.16,0,0,0,Credit Card,8.07,0
5464,12/15/2019,81306791,14,3,89.76,269.28,In Process,4.27,0,0,0,PayPal,89.76,0
7571,12/15/2019,74681326,82,2,5.82,11.64,Completed,0.6,5,4,11.64,Credit Card,5.82,52.38
5573,12/16/2019,81531412,4,2,32.43,64.86,Completed,7.71,5,5,64.86,Crypto,32.43,324.3
4212,12/17/2019,23119497,25,3,11.29,33.87,In Process,2.08,0,0,0,Bank Transfer,11.29,0
8137,12/18/2019,51549645,27,3,72.93,218.79,Cancelled,0.2,0,0,0,Crypto,72.93,0
9463,12/18/2019,55548033,95,3,50.48,151.44,Completed,5.59,5,4,151.44,PayPal,50.48,681.48
9463,12/18/2019,55548033,95,3,50.48,151.44,Completed,5.59,5,4,151.44,PayPal,50.48,681.48
9463,6/16/2023,84304555,24,1,99.58,99.58,In Process,1.26,0,0,0,PayPal,99.58,0
9463,6/16/2023,84304555,24,1,99.58,99.58,In Process,1.26,0,0,0,PayPal,99.58,0
4502,12/19/2019,67057353,4,3,32.43,97.29,Completed,4.67,4,5,97.29,Bank Transfer,32.43,437.805
4502,12/19/2019,67057353,4,3,32.43,97.29,Completed,4.67,4,5,97.29,Bank Transfer,32.43,437.805
4502,5/9/2023,25134217,74,3,33.51,100.53,Completed,2.36,5,5,100.53,Credit Card,33.51,502.65
4502,5/9/2023,25134217,74,3,33.51,100.53,Completed,2.36,5,5,100.53,Credit Card,33.51,502.65
6141,12/20/2019,99356144,63,1,57.12,57.12,Cancelled,5.81,0,0,0,Credit Card,57.12,0
6141,12/20/2019,99356144,63,1,57.12,57.12,Cancelled,5.81,0,0,0,Credit Card,57.12,0
6141,6/17/2022,20731144,24,1,99.58,99.58,Completed,1.05,4,3,99.58,Credit Card,99.58,348.53
6141,6/17/2022,20731144,24,1,99.58,99.58,Completed,1.05,4,3,99.58,Credit Card,99.58,348.53
8921,12/20/2019,40768713,88,3,40.95,122.85,Completed,7.14,1,3,122.85,PayPal,40.95,245.7
6891,12/21/2019,57176514,14,1,89.76,89.76,In Process,9.15,0,0,0,Bank Transfer,89.76,0
6891,12/21/2019,57176514,14,1,89.76,89.76,In Process,9.15,0,0,0,Bank Transfer,89.76,0
6891,10/12/2021,84180022,78,1,19.66,19.66,In Process,4.81,0,0,0,PayPal,19.66,0
6891,10/12/2021,84180022,78,1,19.66,19.66,In Process,4.81,0,0,0,PayPal,19.66,0
9566,12/21/2019,66378786,24,3,99.58,298.74,Returned,2.39,0,0,0,PayPal,99.58,0
8985,12/22/2019,63998869,79,1,33.28,33.28,Completed,8.96,5,4,33.28,PayPal,33.28,149.76
8985,12/22/2019,63998869,79,1,33.28,33.28,Completed,8.96,5,4,33.28,PayPal,33.28,149.76
8985,12/23/2021,16436571,47,3,64.64,193.92,Completed,2.63,5,4,193.92,Crypto,64.64,872.64
8985,12/23/2021,16436571,47,3,64.64,193.92,Completed,2.63,5,4,193.92,Crypto,64.64,872.64
9972,12/22/2019,38839897,77,1,20.4,20.4,Completed,1.8,4,5,20.4,Credit Card,20.4,91.8
2531,12/23/2019,82856739,13,1,41.29,41.29,In Process,9.3,0,0,0,PayPal,41.29,0
4781,12/23/2019,72038075,65,2,38.95,77.9,Completed,9.82,3,5,77.9,PayPal,38.95,311.6
5653,12/23/2019,41679559,38,2,26.03,52.06,Completed,1.78,5,4,52.06,Bank Transfer,26.03,234.27
9882,12/24/2019,38906226,9,2,73.83,147.66,Completed,1.45,5,5,147.66,Credit Card,73.83,738.3
5444,12/24/2019,71758884,48,1,31.26,31.26,Completed,2.91,5,4,31.26,PayPal,31.26,140.67
8036,12/24/2019,71267793,10,2,19.34,38.68,Completed,4.13,4,4,38.68,Credit Card,19.34,154.72
3790,12/25/2019,25888666,3,3,97.19,291.57,Completed,0.86,3,5,291.57,Crypto,97.19,1166.28
9347,12/25/2019,51451048,68,2,32.68,65.36,Cancelled,7.71,0,0,0,Credit Card,32.68,0
9347,12/25/2019,51451048,68,2,32.68,65.36,Cancelled,7.71,0,0,0,Credit Card,32.68,0
9347,12/25/2019,51451048,68,2,32.68,65.36,Cancelled,7.71,0,0,0,Credit Card,32.68,0
9347,10/29/2020,68349884,28,1,5.32,5.32,In Process,9.7,0,0,0,PayPal,5.32,0
9347,10/29/2020,68349884,28,1,5.32,5.32,In Process,9.7,0,0,0,PayPal,5.32,0
9347,10/29/2020,68349884,28,1,5.32,5.32,In Process,9.7,0,0,0,PayPal,5.32,0
9347,12/18/2020,24112112,88,1,40.95,40.95,In Process,7.8,0,0,0,Bank Transfer,40.95,0
9347,12/18/2020,24112112,88,1,40.95,40.95,In Process,7.8,0,0,0,Bank Transfer,40.95,0
9347,12/18/2020,24112112,88,1,40.95,40.95,In Process,7.8,0,0,0,Bank Transfer,40.95,0
8622,12/26/2019,58527179,17,2,18.86,37.72,In Process,1.79,0,0,0,Credit Card,18.86,0
7086,12/26/2019,53463408,23,2,95.72,191.44,Completed,0.57,2,3,191.44,PayPal,95.72,478.6
7086,12/26/2019,53463408,23,2,95.72,191.44,Completed,0.57,2,3,191.44,PayPal,95.72,478.6
7086,12/26/2019,53463408,23,2,95.72,191.44,Completed,0.57,2,3,191.44,PayPal,95.72,478.6
7086,12/26/2019,53463408,23,2,95.72,191.44,Completed,0.57,2,3,191.44,PayPal,95.72,478.6
7086,5/21/2021,76627797,76,1,76.67,76.67,Cancelled,10,0,0,0,Crypto,76.67,0
7086,5/21/2021,76627797,76,1,76.67,76.67,Cancelled,10,0,0,0,Crypto,76.67,0
7086,5/21/2021,76627797,76,1,76.67,76.67,Cancelled,10,0,0,0,Crypto,76.67,0
7086,5/21/2021,76627797,76,1,76.67,76.67,Cancelled,10,0,0,0,Crypto,76.67,0
7086,6/15/2022,79403310,68,3,32.68,98.04,Completed,7.51,4,5,98.04,Credit Card,32.68,441.18
7086,6/15/2022,79403310,68,3,32.68,98.04,Completed,7.51,4,5,98.04,Credit Card,32.68,441.18
7086,6/15/2022,79403310,68,3,32.68,98.04,Completed,7.51,4,5,98.04,Credit Card,32.68,441.18
7086,6/15/2022,79403310,68,3,32.68,98.04,Completed,7.51,4,5,98.04,Credit Card,32.68,441.18
7086,8/21/2023,66611920,31,2,43.5,87,Completed,3.5,5,4,87,PayPal,43.5,391.5
7086,8/21/2023,66611920,31,2,43.5,87,Completed,3.5,5,4,87,PayPal,43.5,391.5
7086,8/21/2023,66611920,31,2,43.5,87,Completed,3.5,5,4,87,PayPal,43.5,391.5
7086,8/21/2023,66611920,31,2,43.5,87,Completed,3.5,5,4,87,PayPal,43.5,391.5
6467,12/27/2019,29560134,54,2,90.78,181.56,Completed,7.06,2,5,181.56,Crypto,90.78,635.46
6467,12/27/2019,29560134,54,2,90.78,181.56,Completed,7.06,2,5,181.56,Crypto,90.78,635.46
6467,12/27/2019,29560134,54,2,90.78,181.56,Completed,7.06,2,5,181.56,Crypto,90.78,635.46
6467,9/2/2021,89389393,48,1,31.26,31.26,In Process,4.89,0,0,0,Bank Transfer,31.26,0
6467,9/2/2021,89389393,48,1,31.26,31.26,In Process,4.89,0,0,0,Bank Transfer,31.26,0
6467,9/2/2021,89389393,48,1,31.26,31.26,In Process,4.89,0,0,0,Bank Transfer,31.26,0
6467,4/15/2023,69121759,27,1,72.93,72.93,Completed,9.36,5,5,72.93,PayPal,72.93,364.65
6467,4/15/2023,69121759,27,1,72.93,72.93,Completed,9.36,5,5,72.93,PayPal,72.93,364.65
6467,4/15/2023,69121759,27,1,72.93,72.93,Completed,9.36,5,5,72.93,PayPal,72.93,364.65
7590,12/28/2019,31255092,72,3,3.55,10.65,Completed,0.61,2,5,10.65,Credit Card,3.55,37.275
7590,12/28/2019,31255092,72,3,3.55,10.65,Completed,0.61,2,5,10.65,Credit Card,3.55,37.275
7590,10/24/2021,97266468,62,1,81.46,81.46,Completed,7.69,4,5,81.46,Credit Card,81.46,366.57
7590,10/24/2021,97266468,62,1,81.46,81.46,Completed,7.69,4,5,81.46,Credit Card,81.46,366.57
4967,12/28/2019,43801349,98,2,85.04,170.08,Completed,8.62,4,4,170.08,Bank Transfer,85.04,680.32
4967,12/28/2019,43801349,98,2,85.04,170.08,Completed,8.62,4,4,170.08,Bank Transfer,85.04,680.32
4967,11/2/2023,40620248,49,2,99.72,199.44,Completed,6.26,4,4,199.44,Bank Transfer,99.72,797.76
4967,11/2/2023,40620248,49,2,99.72,199.44,Completed,6.26,4,4,199.44,Bank Transfer,99.72,797.76
1755,12/28/2019,19221636,12,2,86.11,172.22,In Process,0.75,0,0,0,Bank Transfer,86.11,0
4378,12/30/2019,37148475,74,2,33.51,67.02,Completed,7.56,2,4,67.02,Credit Card,33.51,201.06
5772,12/30/2019,65681688,36,3,48.16,144.48,Completed,3.08,5,5,144.48,PayPal,48.16,722.4
5772,12/30/2019,65681688,36,3,48.16,144.48,Completed,3.08,5,5,144.48,PayPal,48.16,722.4
5772,7/6/2022,60594371,29,3,1.91,5.73,Completed,8.48,5,5,5.73,Crypto,1.91,28.65
5772,7/6/2022,60594371,29,3,1.91,5.73,Completed,8.48,5,5,5.73,Crypto,1.91,28.65
2352,12/31/2019,68621360,31,2,43.5,87,Completed,9.58,3,5,87,Crypto,43.5,348
2352,12/31/2019,68621360,31,2,43.5,87,Completed,9.58,3,5,87,Crypto,43.5,348
2352,7/24/2022,23631900,1,1,81.91,81.91,Cancelled,5.44,0,0,0,Crypto,81.91,0
2352,7/24/2022,23631900,1,1,81.91,81.91,Cancelled,5.44,0,0,0,Crypto,81.91,0
5874,12/31/2019,24010655,12,2,86.11,172.22,In Process,1.87,0,0,0,Credit Card,86.11,0
8604,1/1/2020,69683975,49,1,99.72,99.72,Completed,6.38,3,5,99.72,Crypto,99.72,398.88
8604,1/1/2020,69683975,49,1,99.72,99.72,Completed,6.38,3,5,99.72,Crypto,99.72,398.88
8604,8/6/2021,43095272,79,3,33.28,99.84,Cancelled,8.36,0,0,0,Bank Transfer,33.28,0
8604,8/6/2021,43095272,79,3,33.28,99.84,Cancelled,8.36,0,0,0,Bank Transfer,33.28,0
2828,1/2/2020,27661298,35,3,78.78,236.34,Completed,4.85,4,5,236.34,Credit Card,78.78,1063.53
2828,1/2/2020,27661298,35,3,78.78,236.34,Completed,4.85,4,5,236.34,Credit Card,78.78,1063.53
2828,9/4/2022,64115114,95,3,50.48,151.44,Returned,9.45,0,0,0,Credit Card,50.48,0
2828,9/4/2022,64115114,95,3,50.48,151.44,Returned,9.45,0,0,0,Credit Card,50.48,0
1211,1/2/2020,46405395,56,1,87.34,87.34,Completed,8.08,5,4,87.34,Credit Card,87.34,393.03
6110,1/2/2020,61210524,85,1,68.31,68.31,Cancelled,8.69,0,0,0,Crypto,68.31,0
6110,1/2/2020,61210524,85,1,68.31,68.31,Cancelled,8.69,0,0,0,Crypto,68.31,0
6110,2/28/2020,60697833,47,2,64.64,129.28,Completed,4.81,3,3,129.28,Credit Card,64.64,387.84
6110,2/28/2020,60697833,47,2,64.64,129.28,Completed,4.81,3,3,129.28,Credit Card,64.64,387.84
9709,1/2/2020,89290761,44,3,52.78,158.34,Completed,6.82,5,5,158.34,Credit Card,52.78,791.7
7043,1/3/2020,11315383,29,1,1.91,1.91,Completed,0.73,3,5,1.91,Crypto,1.91,7.64
7043,1/3/2020,11315383,29,1,1.91,1.91,Completed,0.73,3,5,1.91,Crypto,1.91,7.64
7043,1/9/2023,79446211,44,1,52.78,52.78,Completed,5.65,5,5,52.78,Credit Card,52.78,263.9
7043,1/9/2023,79446211,44,1,52.78,52.78,Completed,5.65,5,5,52.78,Credit Card,52.78,263.9
3229,1/4/2020,64826255,56,3,87.34,262.02,Completed,8.64,5,5,262.02,PayPal,87.34,1310.1
1670,1/4/2020,83051527,7,3,59.68,179.04,Completed,4.5,3,4,179.04,Credit Card,59.68,626.64
3276,1/4/2020,95716379,55,2,73.53,147.06,Cancelled,7.62,0,0,0,Bank Transfer,73.53,0
6134,1/4/2020,56818602,39,1,41.61,41.61,In Process,3.4,0,0,0,Crypto,41.61,0
8939,1/5/2020,58457898,59,3,79.57,238.71,Completed,2.43,5,5,238.71,Bank Transfer,79.57,1193.55
8958,1/6/2020,91779378,80,2,77.64,155.28,Returned,7.28,0,0,0,Bank Transfer,77.64,0
8958,1/6/2020,91779378,80,2,77.64,155.28,Returned,7.28,0,0,0,Bank Transfer,77.64,0
8958,1/6/2020,91779378,80,2,77.64,155.28,Returned,7.28,0,0,0,Bank Transfer,77.64,0
8958,10/8/2020,21100201,45,2,3.67,7.34,Returned,6.57,0,0,0,Crypto,3.67,0
8958,10/8/2020,21100201,45,2,3.67,7.34,Returned,6.57,0,0,0,Crypto,3.67,0
8958,10/8/2020,21100201,45,2,3.67,7.34,Returned,6.57,0,0,0,Crypto,3.67,0
8958,4/13/2023,68899746,83,2,1.22,2.44,Completed,2.91,4,5,2.44,Credit Card,1.22,10.98
8958,4/13/2023,68899746,83,2,1.22,2.44,Completed,2.91,4,5,2.44,Credit Card,1.22,10.98
8958,4/13/2023,68899746,83,2,1.22,2.44,Completed,2.91,4,5,2.44,Credit Card,1.22,10.98
2737,1/6/2020,67544836,2,3,33.11,99.33,Returned,6.23,0,0,0,Crypto,33.11,0
1819,1/7/2020,58308257,23,1,95.72,95.72,Completed,7.89,4,4,95.72,Crypto,95.72,382.88
2955,1/7/2020,65119561,72,3,3.55,10.65,Completed,1.39,4,5,10.65,Crypto,3.55,47.925
2955,1/7/2020,65119561,72,3,3.55,10.65,Completed,1.39,4,5,10.65,Crypto,3.55,47.925
2955,5/22/2022,90797926,61,2,70.34,140.68,Completed,4.06,5,5,140.68,Credit Card,70.34,703.4
2955,5/22/2022,90797926,61,2,70.34,140.68,Completed,4.06,5,5,140.68,Credit Card,70.34,703.4
9411,1/8/2020,68265947,60,2,91.28,182.56,In Process,7.2,0,0,0,Credit Card,91.28,0
7696,1/9/2020,48524538,79,3,33.28,99.84,Completed,3.2,3,4,99.84,PayPal,33.28,349.44
7749,1/9/2020,25695737,65,2,38.95,77.9,Completed,5.15,5,5,77.9,Bank Transfer,38.95,389.5
8727,1/10/2020,52397293,51,2,50.59,101.18,Completed,4.9,3,5,101.18,PayPal,50.59,404.72
7141,1/11/2020,26827684,67,1,17.22,17.22,Completed,6.77,5,5,17.22,Crypto,17.22,86.1
7141,1/11/2020,26827684,67,1,17.22,17.22,Completed,6.77,5,5,17.22,Crypto,17.22,86.1
7141,10/25/2022,46237113,92,3,58.5,175.5,Completed,9.2,5,3,175.5,Bank Transfer,58.5,702
7141,10/25/2022,46237113,92,3,58.5,175.5,Completed,9.2,5,3,175.5,Bank Transfer,58.5,702
5352,1/11/2020,32590331,17,1,18.86,18.86,In Process,3.05,0,0,0,Credit Card,18.86,0
5352,1/11/2020,32590331,17,1,18.86,18.86,In Process,3.05,0,0,0,Credit Card,18.86,0
5352,2/28/2021,97042969,88,2,40.95,81.9,Completed,8.88,2,5,81.9,Bank Transfer,40.95,286.65
5352,2/28/2021,97042969,88,2,40.95,81.9,Completed,8.88,2,5,81.9,Bank Transfer,40.95,286.65
6177,1/12/2020,56911433,57,2,13.08,26.16,In Process,3.17,0,0,0,Bank Transfer,13.08,0
9147,1/12/2020,98908013,89,1,37.61,37.61,In Process,1.36,0,0,0,Crypto,37.61,0
3271,1/13/2020,24111980,28,1,5.32,5.32,Cancelled,2.11,0,0,0,Crypto,5.32,0
7652,1/13/2020,23947474,3,1,97.19,97.19,Completed,1.29,5,5,97.19,PayPal,97.19,485.95
7652,1/13/2020,23947474,3,1,97.19,97.19,Completed,1.29,5,5,97.19,PayPal,97.19,485.95
7652,10/9/2020,84740037,76,3,76.67,230.01,Completed,2.85,4,5,230.01,PayPal,76.67,1035.045
7652,10/9/2020,84740037,76,3,76.67,230.01,Completed,2.85,4,5,230.01,PayPal,76.67,1035.045
5924,1/13/2020,77710606,57,2,13.08,26.16,Returned,5.33,0,0,0,PayPal,13.08,0
5924,1/13/2020,77710606,57,2,13.08,26.16,Returned,5.33,0,0,0,PayPal,13.08,0
5924,2/3/2022,75202227,81,3,52.96,158.88,Completed,2.05,2,3,158.88,Credit Card,52.96,397.2
5924,2/3/2022,75202227,81,3,52.96,158.88,Completed,2.05,2,3,158.88,Credit Card,52.96,397.2
8709,1/13/2020,38188975,21,3,98.91,296.73,Completed,8.51,4,5,296.73,Crypto,98.91,1335.285
8709,1/13/2020,38188975,21,3,98.91,296.73,Completed,8.51,4,5,296.73,Crypto,98.91,1335.285
8709,1/13/2020,38188975,21,3,98.91,296.73,Completed,8.51,4,5,296.73,Crypto,98.91,1335.285
8709,5/1/2020,88262684,60,1,91.28,91.28,Completed,6.23,3,3,91.28,Crypto,91.28,273.84
8709,5/1/2020,88262684,60,1,91.28,91.28,Completed,6.23,3,3,91.28,Crypto,91.28,273.84
8709,5/1/2020,88262684,60,1,91.28,91.28,Completed,6.23,3,3,91.28,Crypto,91.28,273.84
8709,8/18/2022,57010225,54,2,90.78,181.56,Completed,1.48,3,4,181.56,Credit Card,90.78,635.46
8709,8/18/2022,57010225,54,2,90.78,181.56,Completed,1.48,3,4,181.56,Credit Card,90.78,635.46
8709,8/18/2022,57010225,54,2,90.78,181.56,Completed,1.48,3,4,181.56,Credit Card,90.78,635.46
4807,1/13/2020,47853262,76,1,76.67,76.67,Completed,0.74,5,5,76.67,Credit Card,76.67,383.35
4807,1/13/2020,47853262,76,1,76.67,76.67,Completed,0.74,5,5,76.67,Credit Card,76.67,383.35
4807,7/17/2021,47351814,76,3,76.67,230.01,Completed,0.12,4,4,230.01,Crypto,76.67,920.04
4807,7/17/2021,47351814,76,3,76.67,230.01,Completed,0.12,4,4,230.01,Crypto,76.67,920.04
