customerid,gender,country,trafficsource,devicecategory,device,os,age
3276.0,Female,Spain,Organic Search,Computer,Desktop,Windows,34.0
6134.0,Male,Poland,Organic Search,Computer,Laptop,Windows,32.0
8939.0,Female,Belgium,Social Media,Mobile,Tablet,Windows,39.0
8958.0,Male,China,Social Media,Computer,Desktop,Windows,46.0
2737.0,Male,Mexico,Social Media,Computer,Laptop,Windows,40.0
1819.0,Male,Germany,Social Media,Computer,Laptop,Linux,18.0
2955.0,Male,United Kingdom,Organic Search,Mobile,Tablet,Android,18.0
9411.0,Female,Brazil,,Computer,Desktop,Windows,23.0
7696.0,Female,Spain,Organic Search,Computer,Laptop,,30.0
2532.0,Female,United States,Organic Search,Computer,Desktop,Mac,35.0
7749.0,Male,Russia,Organic Search,Mobile,Smart Phone,Android,22.0
8727.0,Male,Australia,Organic Search,Computer,Desktop,Windows,31.0
1396.0,Female,Canada,Organic Search,Computer,Desktop,Windows,22.0
7141.0,Male,United Kingdom,Paid Advertisment,Computer,Laptop,Linux,23.0
5352.0,Male,Canada,Organic Search,Mobile,Tablet,,18.0
6540.0,Male,Germany,Organic Search,Mobile,Tablet,Windows,20.0
6177.0,Male,Mexico,Organic Search,Mobile,Tablet,Windows,18.0
9147.0,,France,Paid Advertisment,Computer,Laptop,Windows,20.0
3271.0,Female,Japan,Social Media,Computer,Laptop,Windows,40.0
7652.0,Female,Brazil,Organic Search,Computer,Desktop,Mac,20.0
5924.0,Female,Mexico,Paid Advertisment,Computer,Laptop,Windows,56.0
8709.0,Male,India,Social Media,Computer,Desktop,Mac,34.0
4807.0,Male,United States,Paid Advertisment,Computer,Desktop,Mac,31.0
3948.0,Female,,Social Media,Computer,Laptop,Windows,21.0
2351.0,Male,South Korea,Paid Advertisment,Computer,Desktop,Mac,37.0
5882.0,Male,France,Social Media,Mobile,Tablet,Windows,24.0
3619.0,Male,Italy,Paid Advertisment,Computer,Desktop,Mac,31.0
6448.0,Female,Indonesia,Organic Search,Computer,Laptop,Windows,55.0
9305.0,Male,Italy,Social Media,Mobile,Tablet,Windows,29.0
9435.0,Male,Japan,Organic Search,Computer,Desktop,Windows,41.0
1752.0,Male,Japan,Social Media,Mobile,Tablet,,22.0
3060.0,Male,India,Paid Advertisment,Mobile,Tablet,iOS,29.0
8593.0,Female,South Korea,Organic Search,Mobile,Smart Phone,Android,47.0
,Female,United Kingdom,Social Media,Computer,Laptop,Windows,23.0
3989.0,Male,Germany,Organic Search,Mobile,Tablet,Windows,48.0
3876.0,Female,South Korea,Social Media,Mobile,Tablet,Windows,37.0
4063.0,Male,Mexico,Organic Search,Computer,Desktop,Windows,24.0
3407.0,Male,Indonesia,Paid Advertisment,Computer,Laptop,Windows,36.0
4275.0,Female,Vietnam,Organic Search,Computer,Laptop,Windows,39.0
6260.0,Male,United States,Organic Search,Mobile,Tablet,Windows,36.0
1766.0,Male,United States,Organic Search,Computer,Laptop,Windows,18.0
5526.0,Female,France,Paid Advertisment,Computer,Laptop,Windows,22.0
8373.0,Male,Mexico,Paid Advertisment,Computer,Desktop,Windows,27.0
7893.0,Male,United Kingdom,Organic Search,Computer,Laptop,Windows,29.0
7293.0,Female,India,Paid Advertisment,Computer,Desktop,Windows,36.0
1892.0,Male,Mexico,Social Media,Mobile,Smart Phone,Android,31.0
9157.0,Female,United States,Social Media,Mobile,Smart Phone,iOS,18.0
9179.0,Male,Spain,Social Media,Computer,Laptop,Windows,33.0
2852.0,Male,India,Organic Search,Mobile,Tablet,Windows,36.0
6459.0,Female,Nigeria,Paid Advertisment,Mobile,Smart Phone,Android,35.0
3260.0,Female,United Kingdom,Social Media,Computer,Desktop,Mac,40.0
6199.0,Female,Germany,Organic Search,Mobile,Tablet,Android,38.0
1473.0,Female,Canada,Paid Advertisment,Computer,Desktop,Windows,34.0
9899.0,Female,Japan,Organic Search,Computer,Desktop,Windows,29.0
5197.0,Male,France,Organic Search,Computer,Desktop,,18.0
5743.0,Male,India,Social Media,Mobile,Smart Phone,Android,34.0
7156.0,Male,Spain,Social Media,Computer,Desktop,Windows,32.0
5571.0,Female,India,Paid Advertisment,,Smart Phone,Android,32.0
7947.0,Male,Brazil,Organic Search,Computer,Laptop,,18.0
9653.0,Male,United Kingdom,Social Media,Mobile,Smart Phone,Android,19.0
4017.0,Male,Turkey,Social Media,Mobile,Tablet,Windows,40.0
1420.0,Female,United States,Organic Search,Mobile,Smart Phone,Android,29.0
2141.0,Female,Australia,Social Media,Computer,Laptop,Windows,36.0
1709.0,Female,Vietnam,Organic Search,Computer,Desktop,Windows,30.0
1712.0,Male,Japan,Paid Advertisment,Computer,Desktop,Windows,30.0
9627.0,Male,Brazil,Social Media,Mobile,Smart Phone,Android,39.0
3000.0,Male,India,Organic Search,Computer,Desktop,,24.0
8061.0,Male,Turkey,Organic Search,Computer,Desktop,Linux,30.0
1367.0,Male,Canada,Paid Advertisment,Computer,Laptop,Windows,
8602.0,Male,Japan,Organic Search,Computer,Laptop,Linux,25.0
6286.0,Male,China,Organic Search,Computer,Laptop,Windows,26.0
3114.0,Male,Saudi Arabia,Organic Search,Computer,Desktop,Linux,32.0
9708.0,Female,United States,Organic Search,Computer,Laptop,Windows,25.0
4550.0,Female,United Kingdom,Social Media,Mobile,Smart Phone,Windows,42.0
2243.0,Male,United States,Organic Search,Computer,Laptop,Windows,21.0
7878.0,Male,United States,Social Media,Computer,Laptop,Linux,28.0
4968.0,Male,Italy,Social Media,Computer,Laptop,Windows,25.0
1393.0,Female,Australia,Paid Advertisment,Computer,Desktop,Windows,44.0
4804.0,Female,United States,Organic Search,Computer,Desktop,Windows,31.0
8697.0,Female,United Kingdom,Organic Search,Mobile,Smart Phone,Windows,40.0
7024.0,Male,China,Paid Advertisment,Computer,Laptop,Windows,18.0
2022.0,Female,Spain,Social Media,Mobile,Tablet,Android,32.0
4851.0,Female,Germany,Social Media,Computer,Laptop,Windows,38.0
9375.0,Female,India,Organic Search,Computer,Desktop,Windows,30.0
2285.0,Male,Australia,Paid Advertisment,Computer,Desktop,Windows,40.0
7294.0,Male,China,Organic Search,Computer,Desktop,Windows,24.0
6779.0,Male,Mexico,Paid Advertisment,Computer,Desktop,Windows,44.0
6855.0,Female,Russia,Organic Search,Computer,Laptop,Windows,52.0
3650.0,Male,Japan,Social Media,Computer,Laptop,Windows,26.0
5314.0,Male,France,Organic Search,Computer,Laptop,Windows,25.0
7597.0,Male,Belgium,Social Media,Computer,Laptop,Windows,44.0
8675.0,Male,Mexico,Paid Advertisment,Computer,Desktop,Windows,45.0
9238.0,Male,Netherlands,Social Media,Mobile,Smart Phone,Android,24.0
8724.0,Female,Russia,Paid Advertisment,Computer,Desktop,Mac,25.0
9460.0,Male,Italy,Organic Search,Computer,Desktop,Windows,27.0
5868.0,Male,China,,Computer,Laptop,Windows,18.0
3105.0,Male,Indonesia,Organic Search,Computer,Desktop,Windows,20.0
8031.0,Female,Switzerland,Organic Search,Computer,Desktop,Windows,19.0
6588.0,Male,South Korea,Social Media,Mobile,Smart Phone,Android,22.0
8963.0,Male,,Social Media,Computer,Laptop,Linux,29.0
2281.0,Male,Turkey,Organic Search,Computer,Laptop,Windows,32.0
8079.0,Female,South Korea,Organic Search,Computer,Laptop,Linux,45.0
4263.0,Female,China,Paid Advertisment,Computer,Laptop,Windows,20.0
1961.0,Female,Germany,Social Media,Computer,Desktop,Windows,39.0
2043.0,Male,United States,Paid Advertisment,Computer,Laptop,Windows,27.0
9631.0,Male,India,Organic Search,Computer,Laptop,Windows,29.0
6978.0,Male,Belgium,Organic Search,Computer,Laptop,Windows,36.0
6110.0,Female,Japan,Social Media,Computer,Laptop,Windows,18.0
4164.0,Male,France,Organic Search,Mobile,Tablet,Android,33.0
4129.0,Male,Canada,Social Media,Mobile,Smart Phone,iOS,31.0
1891.0,Female,Belgium,Organic Search,Mobile,Smart Phone,Android,34.0
5663.0,Female,Netherlands,Organic Search,Mobile,Smart Phone,Android,32.0
9610.0,Female,Germany,Social Media,Computer,Desktop,Windows,54.0
6698.0,Male,India,Organic Search,Computer,Laptop,Windows,23.0
4857.0,Male,Germany,Paid Advertisment,Computer,Laptop,Windows,24.0
5191.0,Female,United States,Social Media,Mobile,Tablet,Windows,23.0
3382.0,Male,United Kingdom,Organic Search,Computer,Desktop,Windows,24.0
8694.0,Male,Vietnam,Organic Search,Computer,Laptop,Windows,23.0
1180.0,Female,Germany,Organic Search,Mobile,Tablet,Android,41.0
9227.0,Female,Argentina,Social Media,Computer,Laptop,Windows,44.0
5702.0,Female,France,Organic Search,Computer,Desktop,Windows,24.0
6205.0,Male,Japan,Social Media,Computer,Desktop,Mac,21.0
1578.0,Female,United States,Social Media,Computer,Desktop,Windows,34.0
3866.0,Male,United States,Paid Advertisment,Computer,Laptop,Windows,24.0
3016.0,Male,Australia,Organic Search,Computer,Desktop,Windows,36.0
,Male,India,Social Media,Computer,Laptop,Windows,32.0
7668.0,Male,Brazil,Organic Search,Computer,Laptop,Windows,18.0
5650.0,Female,India,Paid Advertisment,Computer,Laptop,Windows,45.0
3427.0,Female,Netherlands,Social Media,Computer,Laptop,Linux,47.0
2869.0,Male,United States,Paid Advertisment,Mobile,Smart Phone,Android,23.0
7120.0,Male,South Korea,Organic Search,Computer,Desktop,Mac,-28.0
2974.0,Male,United States,Social Media,Computer,Desktop,Windows,32.0
7432.0,Male,Japan,Organic Search,Computer,Desktop,Windows,33.0
7068.0,Female,Japan,Social Media,Mobile,Smart Phone,Windows,36.0
9038.0,Male,Australia,Social Media,Mobile,Tablet,Windows,50.0
9009.0,,Germany,Organic Search,Mobile,Smart Phone,Android,28.0
9680.0,Male,Nigeria,Organic Search,Computer,Desktop,Windows,22.0
4391.0,Male,Indonesia,Organic Search,Computer,Laptop,Windows,18.0
8684.0,Male,Philippines,Social Media,Computer,Laptop,Windows,22.0
9670.0,Female,United States,Social Media,Mobile,Tablet,Windows,29.0
7882.0,Male,Germany,Social Media,Computer,Desktop,Mac,47.0
9317.0,Female,India,Social Media,Computer,,Windows,24.0
7092.0,Male,China,Organic Search,Computer,Laptop,Windows,32.0
6906.0,Female,United States,Social Media,Computer,Laptop,Windows,29.0
7603.0,Male,United States,Social Media,Computer,Desktop,Mac,41.0
7129.0,Female,Australia,Organic Search,Computer,Desktop,Windows,55.0
1465.0,Male,South Korea,Social Media,Mobile,Smart Phone,Windows,24.0
7226.0,Female,United States,Social Media,Computer,Laptop,Windows,25.0
9828.0,Female,Turkey,Social Media,Computer,Laptop,Windows,40.0
8047.0,Male,China,Social Media,Computer,Laptop,Windows,36.0
7052.0,Female,India,Organic Search,Computer,Desktop,Windows,48.0
4866.0,Male,,Social Media,Computer,Desktop,Mac,35.0
4314.0,Male,Spain,Social Media,Mobile,Smart Phone,Android,26.0
9908.0,Male,United Kingdom,Organic Search,Computer,Laptop,Linux,35.0
7144.0,Male,Italy,Organic Search,Mobile,Smart Phone,Windows,41.0
7061.0,Male,Brazil,Social Media,Computer,Desktop,Windows,38.0
1238.0,Male,Germany,Organic Search,Mobile,Smart Phone,Android,35.0
1531.0,Male,China,Social Media,Computer,Laptop,Windows,40.0
2394.0,Female,Japan,Organic Search,Computer,Desktop,Windows,41.0
6577.0,Male,Russia,Social Media,Computer,Laptop,Windows,43.0
3053.0,Female,Indonesia,Social Media,Mobile,Smart Phone,Android,36.0
8793.0,Male,Italy,Social Media,Computer,Desktop,Windows,28.0
2155.0,Male,Italy,Social Media,Mobile,Tablet,Windows,31.0
1316.0,Male,Germany,Organic Search,Computer,Desktop,Windows,42.0
4939.0,Male,United States,Organic Search,Computer,Laptop,Linux,21.0
4107.0,Male,Egypt,Paid Advertisment,Computer,Laptop,Linux,33.0
1614.0,Male,Mexico,Social Media,Computer,Laptop,Windows,26.0
1255.0,Female,United Kingdom,Organic Search,Computer,Desktop,Mac,30.0
5154.0,Female,United States,Social Media,Computer,Desktop,Linux,42.0
6331.0,Male,Russia,Organic Search,Mobile,Tablet,iOS,31.0
7577.0,Male,Italy,Organic Search,Computer,Laptop,Windows,30.0
2392.0,Female,Nigeria,Social Media,Computer,Desktop,Windows,18.0
3138.0,Female,Italy,Organic Search,,Smart Phone,Windows,37.0
7842.0,Male,United States,Social Media,Computer,Laptop,Windows,36.0
1512.0,Female,Mexico,Social Media,Computer,Desktop,Windows,51.0
8235.0,Male,Mexico,Organic Search,Computer,Laptop,Windows,26.0
2211.0,Male,South Korea,Social Media,Computer,Laptop,Linux,32.0
5380.0,Female,Taiwan,Social Media,Computer,Laptop,Windows,32.0
9831.0,Male,Spain,Paid Advertisment,Computer,Laptop,Linux,45.0
5075.0,Male,Germany,Organic Search,Computer,Laptop,Windows,29.0
4417.0,Male,France,Social Media,Mobile,Tablet,Windows,32.0
2132.0,Male,Spain,Social Media,Computer,Desktop,Windows,36.0
,Male,Egypt,Organic Search,Computer,Laptop,Windows,31.0
6843.0,Male,India,Organic Search,Computer,Desktop,Mac,25.0
4391.0,Male,Mexico,Social Media,Computer,Desktop,Windows,31.0
9299.0,Female,Saudi Arabia,Organic Search,Computer,Desktop,Windows,40.0
2612.0,Male,Canada,Organic Search,Mobile,Smart Phone,Windows,19.0
9193.0,Female,China,Organic Search,Computer,Desktop,Windows,31.0
4637.0,Male,France,Organic Search,Computer,Desktop,Linux,22.0
3242.0,Female,Japan,Organic Search,Computer,Desktop,Windows,41.0
4525.0,Male,Canada,Social Media,Computer,Laptop,Windows,18.0
7338.0,Female,Canada,Social Media,Computer,Desktop,Windows,
,Male,United States,Organic Search,Computer,Laptop,Windows,33.0
8766.0,Female,Turkey,Paid Advertisment,Computer,Laptop,Windows,45.0
1512.0,Female,Nigeria,Organic Search,Computer,Laptop,Windows,29.0
8565.0,Male,,Organic Search,Computer,Laptop,Windows,24.0
7654.0,Male,Egypt,Organic Search,Mobile,Tablet,Windows,48.0
5802.0,Female,India,Organic Search,Computer,Laptop,Windows,
3914.0,Male,Russia,Social Media,Computer,Laptop,Windows,18.0
6361.0,Male,France,Organic Search,Computer,Laptop,Linux,34.0
3039.0,Male,India,Social Media,Computer,Laptop,Windows,24.0
4072.0,Male,,Social Media,Computer,Laptop,Windows,19.0
5931.0,Female,Australia,Social Media,Computer,Desktop,Windows,37.0
3602.0,Female,Japan,Paid Advertisment,Mobile,Tablet,Windows,32.0
8354.0,Female,Germany,Social Media,Computer,Desktop,Windows,24.0
8523.0,Male,Mexico,Social Media,Computer,Laptop,Windows,18.0
7235.0,Male,Philippines,Organic Search,Mobile,Tablet,Windows,38.0
8412.0,Female,Japan,Social Media,Computer,Desktop,Windows,36.0
6410.0,Female,United States,Paid Advertisment,Mobile,Smart Phone,Android,29.0
1867.0,Female,Poland,Organic Search,Computer,Laptop,Windows,48.0
7430.0,Female,Russia,Social Media,Mobile,Smart Phone,Android,19.0
3971.0,Male,United States,Social Media,Computer,Desktop,Windows,18.0
3693.0,Female,Germany,Social Media,Computer,Desktop,Windows,23.0
2127.0,Female,Iran,Social Media,Mobile,Tablet,,29.0
2265.0,Male,Egypt,Organic Search,Computer,Desktop,Windows,32.0
6653.0,Male,,Organic Search,Computer,Laptop,Windows,27.0
5057.0,Female,Russia,Organic Search,Computer,Desktop,Linux,33.0
3900.0,Male,Germany,Social Media,Computer,Desktop,Windows,18.0
4003.0,Male,Netherlands,Organic Search,Computer,Desktop,Mac,44.0
7335.0,Male,Egypt,Social Media,Mobile,Tablet,Android,29.0
4367.0,Male,Indonesia,Social Media,Computer,Desktop,Windows,41.0
8606.0,Female,Russia,Social Media,Mobile,Smart Phone,Android,33.0
9780.0,Female,United Kingdom,Social Media,Computer,Laptop,Windows,34.0
4189.0,Male,India,Social Media,Mobile,Tablet,iOS,35.0
5686.0,Female,China,Social Media,Computer,Desktop,Windows,34.0
5149.0,Female,Japan,Organic Search,Computer,Laptop,Windows,36.0
5718.0,,Germany,Social Media,Mobile,Smart Phone,Android,43.0
5474.0,Male,Spain,Social Media,Computer,Laptop,Windows,31.0
7681.0,Male,Japan,Social Media,Mobile,Tablet,Android,37.0
2771.0,Female,Japan,Organic Search,Computer,Laptop,Windows,29.0
4076.0,Female,South Korea,Organic Search,Computer,Laptop,Windows,44.0
8928.0,Male,Canada,Paid Advertisment,Mobile,Tablet,Windows,23.0
8085.0,Female,India,Social Media,Computer,Laptop,Linux,48.0
1132.0,Female,Switzerland,Organic Search,Mobile,Tablet,Windows,29.0
8709.0,Male,Japan,Organic Search,Mobile,Smart Phone,Android,18.0
2328.0,Female,Egypt,Organic Search,Computer,Laptop,Windows,31.0
5022.0,Male,Canada,Organic Search,Computer,Laptop,Windows,23.0
7096.0,Male,Nigeria,Social Media,Computer,Desktop,Windows,38.0
4751.0,Female,India,Organic Search,Mobile,Smart Phone,Android,23.0
7452.0,Male,Thailand,Organic Search,Computer,Desktop,Windows,25.0
9552.0,Female,United States,Organic Search,Mobile,Tablet,Android,18.0
8991.0,Female,Canada,Social Media,Mobile,Smart Phone,Android,25.0
3454.0,Male,Spain,Social Media,,Laptop,Windows,18.0
1556.0,Male,Taiwan,Organic Search,Computer,Laptop,Windows,18.0
2878.0,Female,India,Social Media,Computer,Laptop,Windows,37.0
2255.0,Male,Indonesia,Paid Advertisment,Computer,Laptop,Windows,37.0
9600.0,Male,United Kingdom,Paid Advertisment,Computer,Laptop,Windows,34.0
8603.0,Male,Germany,Paid Advertisment,Mobile,Tablet,Android,20.0
2968.0,Male,Japan,Organic Search,Mobile,Smart Phone,Windows,29.0
5544.0,Male,Australia,Social Media,Computer,Desktop,Windows,29.0
5594.0,Female,Japan,Social Media,Computer,Desktop,Windows,18.0
6096.0,Male,Spain,Organic Search,Computer,Laptop,Windows,45.0
8041.0,Female,United States,Social Media,Computer,Desktop,,38.0
7186.0,Male,Japan,Social Media,Mobile,Tablet,Android,27.0
3445.0,Female,Brazil,Organic Search,Mobile,Tablet,iOS,30.0
2482.0,Male,Poland,Social Media,Mobile,Smart Phone,Android,32.0
5218.0,Female,China,,Computer,Laptop,Windows,18.0
4617.0,Male,United Kingdom,Social Media,Computer,Desktop,Linux,27.0
8213.0,Female,Italy,Organic Search,Computer,Desktop,Windows,23.0
1202.0,Male,Nigeria,Social Media,Computer,Laptop,Windows,19.0
2140.0,Male,Brazil,Paid Advertisment,Mobile,Tablet,iOS,27.0
1650.0,Female,South Korea,Organic Search,Computer,Desktop,Windows,47.0
4465.0,Male,Italy,Paid Advertisment,Computer,Laptop,Windows,36.0
2466.0,Male,United Kingdom,Paid Advertisment,Mobile,Tablet,Windows,24.0
2915.0,Female,United States,Organic Search,Mobile,Smart Phone,Android,35.0
3615.0,Male,China,Social Media,Mobile,Tablet,Windows,43.0
7444.0,Male,India,Paid Advertisment,Computer,Desktop,Windows,39.0
5402.0,Male,Spain,Organic Search,Mobile,Tablet,Windows,30.0
1782.0,Male,Brazil,Paid Advertisment,Computer,Laptop,Windows,23.0
6661.0,Male,Netherlands,Social Media,Computer,Laptop,Linux,36.0
9455.0,Female,Canada,Organic Search,Computer,Laptop,Linux,33.0
6468.0,Male,United Kingdom,Social Media,Mobile,Smart Phone,Android,38.0
1202.0,Male,United States,Organic Search,Computer,Laptop,Windows,36.0
8596.0,Female,South Korea,Organic Search,Mobile,Tablet,Android,40.0
5605.0,Male,Japan,,Computer,Laptop,Windows,24.0
9257.0,Male,France,Organic Search,Mobile,,Windows,43.0
9599.0,Female,China,Social Media,Computer,Laptop,Windows,31.0
2110.0,Male,Russia,Social Media,Computer,Laptop,Windows,50.0
2263.0,Male,United States,Organic Search,Computer,Laptop,Linux,23.0
8341.0,Male,India,Social Media,Computer,Laptop,Windows,47.0
6863.0,Male,India,Organic Search,Mobile,Smart Phone,Android,31.0
5234.0,Male,United Kingdom,Organic Search,Computer,Laptop,Windows,23.0
1393.0,Female,Germany,Organic Search,Computer,Laptop,Windows,25.0
6852.0,Male,Spain,Organic Search,Computer,Laptop,Windows,26.0
1657.0,Female,Brazil,Paid Advertisment,Computer,Laptop,Windows,34.0
2089.0,Male,Vietnam,Organic Search,Mobile,Smart Phone,Android,35.0
4420.0,Female,China,Organic Search,Computer,Laptop,Windows,24.0
,Male,France,Organic Search,Computer,Laptop,Windows,29.0
4920.0,Male,United Kingdom,Organic Search,Mobile,Tablet,Android,51.0
9443.0,Male,Australia,Social Media,Computer,Desktop,Linux,47.0
5542.0,Male,Switzerland,Organic Search,Mobile,Smart Phone,iOS,34.0
9258.0,Male,South Korea,Organic Search,,Tablet,Windows,30.0
1519.0,Female,Turkey,Organic Search,Computer,Laptop,Windows,31.0
4729.0,Male,Nigeria,Social Media,Computer,Laptop,Linux,36.0
2214.0,Male,Nigeria,Organic Search,Computer,Laptop,Windows,
1145.0,Female,Mexico,,Computer,Laptop,Windows,27.0
2641.0,Male,Italy,Paid Advertisment,Computer,Laptop,Windows,18.0
9021.0,Male,United Kingdom,Social Media,Computer,Laptop,Windows,33.0
9034.0,Female,Thailand,Paid Advertisment,Mobile,Tablet,Windows,36.0
5285.0,Male,South Korea,Organic Search,Computer,Desktop,Windows,
8554.0,Male,Brazil,Social Media,Computer,Laptop,Windows,45.0
3619.0,Male,South Korea,Organic Search,Computer,Laptop,Windows,18.0
3612.0,Female,Australia,Organic Search,Computer,Laptop,Windows,18.0
1884.0,Male,China,Organic Search,Computer,Desktop,Windows,32.0
4154.0,Male,United Kingdom,Social Media,Mobile,Smart Phone,Windows,40.0
1946.0,Male,Thailand,Organic Search,Mobile,Smart Phone,Android,46.0
8638.0,Male,Germany,Organic Search,Computer,Laptop,Windows,25.0
6593.0,Male,United Kingdom,Organic Search,Computer,Desktop,Windows,40.0
4996.0,Male,Australia,Organic Search,Computer,Laptop,Windows,29.0
1201.0,Male,Philippines,Paid Advertisment,Computer,Desktop,Windows,28.0
5025.0,Male,Netherlands,Organic Search,Computer,Desktop,Windows,38.0
9217.0,Male,Australia,Social Media,Computer,Desktop,Mac,36.0
8843.0,Male,Italy,Organic Search,Computer,Laptop,Windows,18.0
1259.0,Male,,Organic Search,Mobile,Smart Phone,Android,44.0
2922.0,Male,Italy,Social Media,Mobile,Tablet,Windows,43.0
9283.0,Male,China,Paid Advertisment,Computer,Desktop,Mac,23.0
3065.0,Male,Russia,Social Media,Mobile,Smart Phone,Android,33.0
9363.0,Male,Mexico,Organic Search,Computer,Laptop,Windows,34.0
5726.0,Female,China,Social Media,Mobile,Smart Phone,Android,32.0
9453.0,Male,Germany,Organic Search,Mobile,Smart Phone,Android,24.0
2358.0,Male,France,Organic Search,Computer,Laptop,Linux,23.0
5930.0,Male,Japan,Social Media,Computer,Desktop,Windows,29.0
3854.0,Female,Italy,Organic Search,Mobile,Smart Phone,iOS,41.0
6979.0,Female,United States,Organic Search,Mobile,Smart Phone,Android,35.0
4991.0,Male,Argentina,Paid Advertisment,Mobile,Tablet,Windows,26.0
3911.0,Male,France,Organic Search,Computer,Laptop,Linux,37.0
4129.0,Male,United States,Social Media,Computer,Desktop,Windows,18.0
2055.0,Female,United States,Organic Search,Mobile,Tablet,Windows,41.0
9860.0,Male,Switzerland,Organic Search,Computer,Desktop,Windows,18.0
2809.0,Female,China,Organic Search,Computer,Desktop,Windows,26.0
4083.0,Female,Italy,Organic Search,Mobile,Tablet,Windows,18.0
4975.0,Male,South Korea,Social Media,Computer,Desktop,Windows,18.0
4556.0,Male,United States,Social Media,Computer,Desktop,Windows,41.0
3001.0,Female,Japan,Organic Search,Computer,Desktop,Windows,25.0
4805.0,Male,Brazil,Organic Search,Computer,Laptop,Linux,33.0
3852.0,Female,China,Organic Search,Computer,Desktop,Windows,29.0
2008.0,Female,Canada,Social Media,Computer,Desktop,Windows,34.0
2402.0,Female,Spain,Organic Search,Mobile,Smart Phone,Windows,30.0
5370.0,Male,South Korea,Social Media,Computer,Laptop,Windows,18.0
2720.0,Male,United Kingdom,Paid Advertisment,Computer,Laptop,Windows,39.0
8653.0,Female,Japan,Organic Search,Mobile,Tablet,Android,25.0
8970.0,Male,Netherlands,Organic Search,Mobile,Tablet,Windows,18.0
6565.0,Male,Poland,Social Media,Computer,Laptop,Windows,25.0
1149.0,Female,Japan,Organic Search,Computer,Desktop,Mac,45.0
8720.0,Male,China,Social Media,Computer,Desktop,Windows,38.0
6367.0,Female,Taiwan,Organic Search,Mobile,Smart Phone,Android,26.0
4012.0,Male,,Organic Search,Computer,Laptop,Windows,26.0
3526.0,Male,Italy,Organic Search,Computer,Desktop,Windows,26.0
2906.0,Male,France,Social Media,Computer,Desktop,Windows,50.0
8896.0,Female,Japan,Social Media,Computer,Laptop,Windows,33.0
7482.0,Male,Australia,Paid Advertisment,Mobile,Tablet,Windows,34.0
3625.0,Male,Canada,Organic Search,Mobile,Tablet,Windows,40.0
9284.0,Female,Spain,Social Media,Mobile,Tablet,Windows,32.0
9282.0,Male,Japan,Social Media,Computer,Desktop,Windows,27.0
2023.0,Male,Russia,Organic Search,Computer,Desktop,Windows,28.0
6005.0,Male,Canada,Organic Search,Computer,Laptop,Windows,29.0
5928.0,Male,Canada,Social Media,Mobile,Smart Phone,Android,29.0
7913.0,Male,Italy,Paid Advertisment,Computer,Desktop,Windows,37.0
6790.0,Female,Australia,Organic Search,Computer,Laptop,Windows,30.0
7574.0,Male,Australia,Organic Search,Computer,Desktop,Windows,37.0
4527.0,Female,Brazil,Social Media,Computer,Laptop,Windows,29.0
9400.0,Female,Germany,Organic Search,Computer,Desktop,Windows,30.0
6334.0,Male,Japan,Organic Search,Computer,,Windows,18.0
6201.0,Female,Australia,Paid Advertisment,,Laptop,Windows,
8403.0,Male,Mexico,Paid Advertisment,Mobile,Smart Phone,Android,33.0
1729.0,Male,Mexico,Organic Search,Computer,Desktop,Windows,39.0
9028.0,Male,Japan,Paid Advertisment,Computer,Desktop,Windows,18.0
5217.0,Male,Spain,Social Media,Mobile,Tablet,Windows,50.0
9345.0,Male,Mexico,Organic Search,Computer,Laptop,Windows,28.0
2100.0,Male,Poland,Social Media,Computer,Desktop,Windows,41.0
6477.0,Male,Poland,Social Media,Computer,Desktop,Linux,19.0
4264.0,Male,Brazil,Paid Advertisment,Computer,Laptop,Windows,36.0
7500.0,Male,United States,Social Media,Computer,Desktop,Linux,19.0
4350.0,Male,United Kingdom,Organic Search,Computer,Desktop,Mac,23.0
7952.0,Female,Italy,Organic Search,Computer,Laptop,Windows,49.0
2493.0,Female,,Organic Search,Computer,,Windows,28.0
,Male,Japan,Organic Search,Computer,Desktop,Windows,32.0
8437.0,Male,Russia,Organic Search,Computer,Desktop,Mac,38.0
5975.0,Male,Poland,Social Media,Computer,Desktop,Windows,34.0
8309.0,Male,Japan,Organic Search,Computer,Laptop,Windows,31.0
9598.0,Male,United States,Organic Search,Computer,Laptop,Windows,33.0
3160.0,Male,South Korea,Organic Search,Computer,Desktop,Windows,54.0
3492.0,Male,Canada,Organic Search,Computer,Laptop,,
3316.0,Male,,Organic Search,Computer,Laptop,Linux,32.0
4648.0,Male,Canada,Organic Search,Mobile,Smart Phone,Android,40.0
9352.0,Female,Russia,Organic Search,Computer,Laptop,Windows,41.0
4479.0,Female,Australia,Social Media,Mobile,Smart Phone,Android,41.0
3412.0,Male,China,Organic Search,Mobile,Tablet,Windows,36.0
5472.0,Male,United States,Paid Advertisment,Computer,Desktop,Windows,18.0
7415.0,Male,Netherlands,Organic Search,Computer,Desktop,Windows,46.0
9200.0,Male,India,Organic Search,Computer,Laptop,Linux,18.0
6143.0,Female,Japan,Organic Search,Mobile,Smart Phone,Android,33.0
6930.0,Male,Vietnam,Organic Search,Computer,Laptop,Windows,22.0
3375.0,Male,United States,Organic Search,Computer,Desktop,Linux,29.0
8919.0,Male,Spain,Paid Advertisment,Mobile,Smart Phone,Android,33.0
6782.0,Female,Poland,Social Media,Computer,Desktop,Mac,33.0
